"recordID","QCLUSTER","QNUMBER","QLINE","QHDIVISION","QHDISTRICT","QHTYPE","QHQTYPE","QRTYPE","QINTNUM","QRESULT","QWEIGHT_UF","UF104","UF106","UF107","UF108","UF201","UF206","UF207","UF315A","UF315B","UF315C","UF315D","UF702C","UF302","UF303","Domain","Strata","QHWLTHF","QHWLTHI"
3308,2014,17,5,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",14,"No","Central",6,1.562815,5
3309,2014,20,4,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","No","Yes","No","No","Always",13,"Yes","Central",6,3.1651624,5
3311,2014,26,2,3,26,"Other urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","No","Somtimes",12,"Yes","Central",6,1.0082563,4
3312,2014,34,3,3,26,"Other urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","Central",6,3.2900193,5
3313,2014,47,3,3,26,"Other urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","Yes","Always",11,"No","Central",6,3.2052388,5
3314,2014,47,4,3,26,"Other urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Always",11,"Yes","Central",6,3.2052388,5
3315,2014,54,4,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","Smart phone","Every day","Yes","No","Yes","No","Yes","Never agree",12,"Yes","Central",6,5.5195917,5
3316,2014,125,3,3,26,"Other urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","No","Always",13,"Yes","Central",6,3.6429118,5
3318,2014,131,3,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Most of the time",13,"No","Central",6,1.5561409,5
3320,2014,156,4,3,26,"Other urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Somtimes",12,"No","Central",6,0.74370205,4
3326,2016,19,2,3,26,"Other urban","Type A","Unarried Female",162,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Somtimes",14,"Yes","Central",6,2.0746306,5
3327,2016,26,3,3,26,"Other urban","Type A","Unarried Female",162,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",13,"Yes","Central",6,1.375569,4
3329,2016,36,3,3,26,"Other urban","Type A","Unarried Female",147,"Completed",1.219029349,"Yes, madrasa",9,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Most of the time",11,"No","Central",6,0.88299921,4
3330,2016,64,3,3,26,"Other urban","Type A","Unarried Female",34,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Most of the time",13,"No","Central",6,1.2788342,4
3331,2016,113,3,3,26,"Other urban","Type A","Unarried Female",147,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","Yes","Somtimes",13,"Yes","Central",6,2.0844179,5
3332,2016,149,5,3,26,"Other urban","Type A","Unarried Female",162,"Completed",1.219029349,"Yes both",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","No","Always",14,"No","Central",6,1.7133501,5
3342,2018,35,6,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","Yes , basic mobile phone `","Every day","No","Yes","No","Yes","No","Always",11,"No","Central",6,6.0065135,5
3343,2018,36,3,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Every day","No","Yes","Yes","No","No","Always",12,"Yes","Central",6,4.9464964,5
3344,2018,36,5,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",3,"No","JK","No","Not at all","No","Yes","No","No","No","Never agree",14,"No","Central",6,4.9464964,5
3350,2018,125,7,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",1,"No","H","No","Not at all","No","Yes","No","No","No","Never agree",12,"No","Central",6,3.6554128,5
3351,2018,130,5,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","At least once a week","No","No","Yes","Yes","Yes","Somtimes",11,"Yes","Central",6,4.9485062,5
3363,2020,7,3,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes both",7,"No","K","No","Not at all","No","No","Yes","No","No","Always",12,"No","Central",6,2.192555,5
3364,2020,19,4,3,26,"Urban","Type A","Unarried Female",61,"Completed",1.219029349,"Yes, school/college",1,"No","K","No","Not at all","No","No","No","No","No","Always",12,"Yes","Central",6,-0.38115361,3
3365,2020,36,5,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, school/college",5,"No","K","Both smart and basic phone","Not at all","No","No","Yes","No","No","Somtimes",12,"No","Central",6,-0.59618428,3
3366,2020,65,2,3,26,"Urban","Type A","Unarried Female",33,"Completed",1.219029349,"Yes, school/college",5,"No","DK","No","Not at all","No","No","No","No","No","Most of the time",12,"No","Central",6,-0.36542722,3
3367,2020,82,4,3,26,"Urban","Type A","Unarried Female",80,"Completed",1.219029349,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",12,"Yes","Central",6,-0.59231898,3
3368,2020,83,3,3,26,"Urban","Type A","Unarried Female",80,"Completed",1.219029349,"Yes, school/college",11,"Yes, school/college"," ","Smart phone","Not at all","No","No","Yes","No","No","Never agree",12,"No","Central",6,0.27930216,4
3369,2020,110,3,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, school/college",1,"No","J","No","Not at all","No","Yes","No","No","No","Always",13,"No","Central",6,-0.59618428,3
3370,2020,117,4,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, school/college",4,"No","K","Yes , basic mobile phone `","Not at all","No","No","No","No","No","Somtimes",13,"No","Central",6,-0.20350676,3
3386,2022,3,3,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","Yes","Always",14,"No","Central",6,2.8534877,5
3387,2022,7,7,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"No","Z","Smart phone","Not at all","Yes","No","Yes","No","Yes","Always",12,"No","Central",6,3.4852628,5
3388,2022,15,2,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","Yes","No","Yes","No","Yes","Always",13,"Yes","Central",6,1.9586583,5
3391,2022,47,4,3,26,"Other urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Less than one a week","No","Yes","Yes","Yes","Yes","Somtimes",12,"Yes","Central",6,3.4852628,5
3393,2022,55,3,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Somtimes",13,"No","Central",6,2.3738895,5
3395,2022,67,4,3,26,"Other urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","Central",6,2.4206901,5
3396,2022,84,3,3,26,"Other urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Every day","No","Yes","Yes","No","Yes","Always",12,"Yes","Central",6,3.4852628,5
3397,2022,94,6,3,26,"Other urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",8,"No","K","Smart phone","Not at all","No","No","Yes","No","No","Somtimes",13,"No","Central",6,2.4593246,5
3398,2022,104,4,3,26,"Other urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"No","X","Smart phone","At least once a week","No","No","Yes","No","No","Never agree",13,"Yes","Central",6,4.0583581,5
3399,2022,111,4,3,26,"Other urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","At least once a week","No","Yes","Yes","No","No","Always",12,"No","Central",6,2.8674578,5
3400,2022,117,2,3,26,"Other urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",13,"No","Central",6,2.7319593,5
3401,2022,143,7,3,26,"Other urban","Type A","Unarried Female",40,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Most of the time",12,"No","Central",6,3.4004823,5
3412,2024,22,3,3,26,"Urban","Type A","Unarried Female",12,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","Yes","Always",10,"No","Central",6,3.3281293,5
3413,2024,34,6,3,26,"Urban","Type A","Unarried Female",64,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Somtimes",14,"No","Central",6,2.9176734,5
3415,2024,63,4,3,26,"Urban","Type A","Unarried Female",83,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Yes , basic mobile phone `","At least once a week","No","Yes","Yes","No","No","Always",13,"No","Central",6,3.4004823,5
3416,2024,74,4,3,26,"Urban","Type A","Unarried Female",10,"Completed",1.219029349,"Yes, school/college",11,"Yes, school/college"," ","Smart phone","At least once a week","No","Yes","Yes","No","Yes","Always",12,"Yes","Central",6,3.8769899,5
3418,2024,107,6,3,26,"Urban","Type A","Unarried Female",12,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"Yes","Central",6,2.8534877,5
3419,2024,124,2,3,26,"Urban","Type A","Unarried Female",83,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","Central",6,1.8545932,5
3435,2026,1,5,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",2,"No","DKM","No","Not at all","No","No","No","No","No","Somtimes",9,"No","Central",6,0.53071663,4
3436,2026,3,5,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",8,"No","BH","Smart phone","Not at all","No","No","No","No","No","Always",11,"No","Central",6,1.3110178,4
3437,2026,9,3,3,26,"Urban","Type A","Unarried Female",40,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Somtimes",12,"No","Central",6,0.57767666,4
3439,2026,83,6,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","No","Yes","No","No","Most of the time",12,"Yes","Central",6,5.1564966,5
3440,2026,105,3,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Yes , basic mobile phone `","At least once a week","No","Yes","Yes","No","No","Always",11,"No","Central",6,4.3768039,5
3441,2026,141,3,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","No","Yes","No","No","Always",12,"No","Central",6,4.0250528,5
3453,2028,30,3,3,26,"Other urban","Type A","Unarried Female",132,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Always",14,"Yes","Central",6,0.61072438,4
3454,2028,46,5,3,26,"Other urban","Type A","Unarried Female",154,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Always",10,"Yes","Central",6,1.9430277,5
3455,2028,117,3,3,26,"Other urban","Type A","Unarried Female",36,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Somtimes",13,"No","Central",6,2.9860665,5
3456,2028,119,3,3,26,"Other urban","Type A","Unarried Female",154,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","Yes","Yes","Always",11,"No","Central",6,4.2283752,5
3457,2028,131,3,3,26,"Other urban","Type A","Unarried Female",132,"Completed",1.219029349,"Yes, school/college",4,"No","K","No","Not at all","No","No","No","No","No","Always",13,"No","Central",6,2.7825839,5
3458,2028,154,4,3,26,"Other urban","Type A","Unarried Female",153,"Completed",1.219029349,"Yes, school/college",6,"No","H","Yes , basic mobile phone `","Not at all","No","No","No","No","No","Always",12,"No","Central",6,0.70041329,4
3470,2030,12,3,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","No","Yes","No","No","Always",12,"No","Central",6,2.5183625,5
3471,2030,42,4,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Both smart and basic phone","Not at all","No","No","Yes","No","No","Always",13,"No","Central",6,0.60319831,4
3472,2030,42,5,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Less than one a week","No","No","Yes","No","Yes","Somtimes",14,"Yes","Central",6,0.60319831,4
3473,2030,53,4,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",8,"No","H","No","Not at all","No","Yes","Yes","No","No","Somtimes",14,"No","Central",6,0.50720264,4
3474,2030,83,3,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","No","Most of the time",13,"Yes","Central",6,2.2794463,5
3475,2030,118,3,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",6,"No","DK","Smart phone","Not at all","No","Yes","No","No","No","Always",15,"No","Central",6,-0.20691794,3
3476,2030,127,3,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","Yes , basic mobile phone `","Every day","No","No","Yes","No","No","Always",12,"No","Central",6,0.2275979,4
3481,2032,7,3,3,26,"Urban","Type A","Unarried Female",61,"Completed",1.219029349,"Yes, school/college",4,"No","HK","No","Not at all","No","No","No","No","No","Most of the time",12,"No","Central",6,-0.06969393,3
3482,2032,19,3,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","Yes","No","No","No","Somtimes",12,"No","Central",6,0.87127557,4
3483,2032,30,3,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, madrasa",11,"No","G","No","Not at all","No","No","Yes","No","No","Never agree",14,"No","Central",6,1.7897374,5
3485,2032,85,3,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Most of the time",12,"No","Central",6,0.78739674,4
3486,2032,89,3,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, madrasa",6,"No","K","No","Not at all","No","No","No","No","No","Always",13,"No","Central",6,0.26810038,4
3487,2032,92,3,3,26,"Urban","Type A","Unarried Female",81,"Completed",1.219029349,"Yes, school/college",11,"No","K","Smart phone","Every day","No","Yes","Yes","No","Yes","Never agree",11,"Yes","Central",6,1.0638968,4
3489,2032,113,5,3,26,"Urban","Type A","Unarried Female",33,"Completed",1.219029349,"Yes, school/college",11,"Yes, school/college"," ","Smart phone","Not at all","No","No","Yes","No","Yes","Most of the time",13,"Yes","Central",6,1.8883294,5
3491,2032,133,6,3,26,"Urban","Type A","Unarried Female",33,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","Central",6,1.5636543,5
3492,2032,150,5,3,26,"Urban","Type A","Unarried Female",61,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Somtimes",16,"Yes","Central",6,1.6025495,5
3504,2034,4,3,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","Yes","Yes","Yes","No","Yes","Always",12,"Yes","Central",6,1.2946273,4
3506,2034,48,3,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","No","Yes","Yes","Yes","No","Always",14,"No","Central",6,-0.07890852,3
3512,2036,16,3,3,26,"Urban","Type A","Unarried Female",55,"Completed",1.219029349,"Yes both",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","Central",6,1.1282204,4
3513,2036,22,8,3,26,"Urban","Type A","Unarried Female",2,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","Yes","Always",11,"No","Central",6,2.0852453,5
3514,2036,44,4,3,26,"Urban","Type A","Unarried Female",6,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Less than one a week","No","Yes","Yes","No","Yes","Somtimes",12,"No","Central",6,2.4126604,5
3518,2038,6,4,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Always",12,"No","Central",6,4.2254048,5
3519,2038,21,6,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",5,"No","K","Smart phone","Not at all","No","No","No","No","No","Never agree",13,"No","Central",6,4.6813159,5
3520,2038,67,3,3,26,"Urban","Type A","Unarried Female",40,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Every day","No","No","Yes","No","Yes","Always",13,"Yes","Central",6,4.6829286,5
3521,2038,67,4,3,26,"Urban","Type A","Unarried Female",40,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","Smart phone","Every day","No","Yes","No","No","No","Somtimes",13,"Yes","Central",6,4.6829286,5
3542,2042,42,6,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",9,"No","Z","Both smart and basic phone","Not at all","No","Yes","Yes","No","Yes","Always",13,"Yes","Central",6,2.2261105,5
3543,2042,57,3,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","No","Somtimes",11,"Yes","Central",6,0.42684729,4
3544,2042,69,3,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","No","No","No","No","Always",14,"No","Central",6,1.2986608,4
3548,2044,133,6,3,26,"Urban","Type A","Unarried Female",30,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","Yes","Yes","Yes","No","Yes","Somtimes",14,"No","Central",6,0.76693986,4
3555,2046,142,3,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","Yes","Yes","Always",12,"No","Central",6,3.7522334,5
3565,2048,10,4,3,26,"Urban","Type A","Unarried Female",161,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Less than one a week","Yes","Yes","Yes","Yes","Yes","Always",13,"Yes","Central",6,4.4615844,5
3566,2048,16,3,3,26,"Urban","Type A","Unarried Female",25,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","No","Every day","No","Yes","Yes","No","Yes","Always",16,"No","Central",6,2.8609889,5
3567,2048,22,4,3,26,"Urban","Type A","Unarried Female",25,"Completed",1.219029349,"Yes both",9,"Yes, school/college"," ","No","At least once a week","No","Yes","Yes","No","Yes","Somtimes",13,"Yes","Central",6,2.2080161,5
3568,2048,64,3,3,26,"Urban","Type A","Unarried Female",147,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","At least once a week","No","Yes","Yes","No","Yes","Always",13,"Yes","Central",6,3.9145898,5
3570,2048,73,9,3,26,"Urban","Type A","Unarried Female",162,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","Yes","Yes","Yes","No","Yes","Always",12,"No","Central",6,3.5533093,5
3571,2048,81,4,3,26,"Urban","Type A","Unarried Female",162,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","No","At least once a week","Yes","Yes","Yes","No","Yes","Always",13,"Yes","Central",6,4.7262869,5
3572,2048,81,5,3,26,"Urban","Type A","Unarried Female",162,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","Yes","Somtimes",14,"Yes","Central",6,4.7262869,5
3573,2048,96,3,3,26,"Urban","Type A","Unarried Female",162,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","No","Every day","No","No","Yes","No","No","Always",13,"No","Central",6,5.1185585,5
3574,2048,113,5,3,26,"Urban","Type A","Unarried Female",147,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",12,"Yes","Central",6,3.6239883,5
3575,2048,143,5,3,26,"Urban","Type A","Unarried Female",25,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","At least once a week","No","Yes","Yes","No","Yes","Always",12,"No","Central",6,3.8370139,5
3583,2050,24,3,3,26,"Urban","Type A","Unarried Female",78,"Completed",1.219029349,"Yes, school/college",10,"No","K","Smart phone","Not at all","No","Yes","Yes","No","No","Always",12,"No","Central",6,1.3534059,4
3584,2050,25,3,3,26,"Urban","Type A","Unarried Female",78,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","No","No","Yes","No","Yes","Always",10,"No","Central",6,1.9715671,5
3585,2050,54,4,3,26,"Urban","Type A","Unarried Female",144,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","No","No","Yes","No","No","Always",13,"No","Central",6,1.7946383,5
3586,2050,69,3,3,26,"Urban","Type A","Unarried Female",63,"Completed",1.219029349,"Yes, school/college",8,"No","HK","Smart phone","Not at all","No","No","No","No","No","Somtimes",13,"No","Central",6,2.2028743,5
3588,2050,94,4,3,26,"Urban","Type A","Unarried Female",63,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Less than one a week","No","No","Yes","No","No","Somtimes",11,"Yes","Central",6,3.4852628,5
3597,2052,6,8,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",4,"No","DK","No","Not at all","No","No","No","No","No","Always",13,"No","Central",6,5.6902609,5
3598,2052,36,3,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","No","No","No","Most of the time",12,"Yes","Central",6,5.5724795,5
3599,2052,96,4,3,26,"Urban","Type A","Unarried Female",31,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","Yes","Somtimes",12,"No","Central",6,5.6592698,5
3600,2052,113,3,3,26,"Urban","Type A","Unarried Female",40,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Every day","No","No","Yes","Yes","Yes","Somtimes",13,"Yes","Central",6,5.9603328,5
3601,2052,132,3,3,26,"Urban","Type A","Unarried Female",57,"Completed",1.219029349,"Yes, school/college",16,"Yes, school/college"," ","Smart phone","Less than one a week","Yes","No","Yes","No","Yes","Always",12,"Yes","Central",6,5.4863523,5
3602,2052,143,4,3,26,"Urban","Type A","Unarried Female",7,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Always",14,"No","Central",6,5.606382,5
3613,2054,67,6,3,26,"Urban","Type A","Unarried Female",28,"Completed",1.219029349,"Yes, school/college",0,"No","H","No","Not at all","No","No","No","No","No","Somtimes",13,"Yes","Central",6,4.2327443,5
3614,2054,86,7,3,26,"Urban","Type A","Unarried Female",28,"Completed",1.219029349,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Less than one a week","No","No","Yes","No","No","Somtimes",12,"No","Central",6,2.5954699,5
3615,2054,87,4,3,26,"Urban","Type A","Unarried Female",28,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","No","No","Yes","Never agree",12,"Yes","Central",6,2.4097558,5
3616,2054,95,6,3,26,"Urban","Type A","Unarried Female",28,"Completed",1.219029349,"Yes, school/college",4,"No","H","No","Not at all","No","No","No","No","No","Somtimes",13,"Yes","Central",6,3.5945314,5
3617,2054,99,4,3,26,"Urban","Type A","Unarried Female",22,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",12,"No","Central",6,2.2201471,5
3619,2054,122,4,3,26,"Urban","Type A","Unarried Female",38,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","No","No","Yes","No","No","Somtimes",12,"No","Central",6,3.4118363,5
3620,2054,168,3,3,26,"Urban","Type A","Unarried Female",30,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","Yes","Yes","Yes","No","Yes","Always",12,"No","Central",6,3.134613,5
3621,2054,174,4,3,26,"Urban","Type A","Unarried Female",38,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","Yes","Most of the time",13,"No","Central",6,3.224156,5
3622,2054,176,4,3,26,"Urban","Type A","Unarried Female",28,"Completed",1.219029349,"Yes, school/college",10,"Yes, school/college"," ","Yes , basic mobile phone `","At least once a week","No","No","Yes","Yes","Yes","Somtimes",12,"No","Central",6,6.032711,5
3623,2054,181,4,3,26,"Urban","Type A","Unarried Female",28,"Completed",1.219029349,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Somtimes",12,"No","Central",6,2.3085618,5
3629,2056,37,3,3,26,"Urban","Type A","Unarried Female",6,"Completed",1.219029349,"Yes, school/college",4,"Yes, school/college"," ","No","Not at all","No","Yes","No","No","No","Somtimes",13,"No","Central",6,1.7116878,5
3630,2056,67,3,3,26,"Urban","Type A","Unarried Female",17,"Completed",1.219029349,"Yes, school/college",2,"No","H","Smart phone","Not at all","No","No","No","No","No","Always",12,"No","Central",6,0.53607796,4
3632,2056,93,4,3,26,"Urban","Type A","Unarried Female",18,"Completed",1.219029349,"Yes, school/college",8,"Yes, school/college"," ","No","Every day","No","No","No","No","No","Always",13,"No","Central",6,3.7009429,5
